ID_alt	themeLabel_alt	themeLabel_neu	ID_neu
http://zora.uni-trier.de:11000/entity/Q2963	médecine	médecine	http://data.mimotext.uni-trier.de/entity/Q2983
http://zora.uni-trier.de:11000/entity/Q2964	mélancolie	mélancolie	http://data.mimotext.uni-trier.de/entity/Q2984
http://zora.uni-trier.de:11000/entity/Q2965	mémoire	mémoire	http://data.mimotext.uni-trier.de/entity/Q2985
http://zora.uni-trier.de:11000/entity/Q2966	mépris	mépris	http://data.mimotext.uni-trier.de/entity/Q2986
http://zora.uni-trier.de:11000/entity/Q2967	métaphysique	métaphysique	http://data.mimotext.uni-trier.de/entity/Q2987
http://zora.uni-trier.de:11000/entity/Q2968	migration	migration	http://data.mimotext.uni-trier.de/entity/Q2988
http://zora.uni-trier.de:11000/entity/Q2969	minéralogie	minéralogie	http://data.mimotext.uni-trier.de/entity/Q2989
http://zora.uni-trier.de:11000/entity/Q2970	miracle	miracle	http://data.mimotext.uni-trier.de/entity/Q2990
http://zora.uni-trier.de:11000/entity/Q2971	mobilier	mobilier	http://data.mimotext.uni-trier.de/entity/Q2991
http://zora.uni-trier.de:11000/entity/Q2972	mœurs	mœurs	http://data.mimotext.uni-trier.de/entity/Q2992
http://zora.uni-trier.de:11000/entity/Q2973	monade	monade	http://data.mimotext.uni-trier.de/entity/Q2993
http://zora.uni-trier.de:11000/entity/Q2974	monarchie	monarchie	http://data.mimotext.uni-trier.de/entity/Q2994
